forest_area_ha,park_total_area_ha,pct_of_park_forested,agb_used_t_ha,carbon_aboveground_tC,carbon_aboveground_tCO2e,carbon_incl_roots_tC,carbon_incl_roots_tCO2e,area_uncertainty_pct,biomass_uncertainty_pct,combined_uncertainty_pct,conservative_estimate_tCO2e
18817.45,21168,88.895738851096,310,2741702.465,10052909.038333332,3399711.0566,12465607.207533332,4.5,61.29032258064516,61.455297916774775,4804831.161008773
